Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Date_Year,Order_Date_Month,Order_Date_Day,Revenue_Category,Age_Group,Purchase_Month_Name,Order_Day_Of_Week,Customer_Sales_Category
Ord100307,2026-01-01,Cust1231,Customer_339,53,Male,Patna,Rice,Grocery,4,46771.94,187087.76,2026,1,1,High_Revenue,Adult,January,Thursday,High_Spender
Ord100308,2025-12-12,Cust6206,Customer_18,50,Male,Kolkata,Book,Education,7,43207.91,302455.37,2025,12,12,High_Revenue,Adult,December,Friday,High_Spender
Ord100309,2025-03-23,Cust7625,Customer_251,50,Female,Patna,Book,Education,3,5803.11,17409.33,2025,3,23,Low_Revenue,Adult,March,Sunday,Low_Spender
Ord100310,2025-07-29,Cust1762,Customer_141,27,Male,Delhi,Book,Education,4,30974.95,123899.8,2025,7,29,Medium_Revenue,Young Adult,July,Tuesday,Medium_Spender
Ord100311,2025-09-08,Cust1743,Customer_222,56,Male,Hyderabad,Shoes,Fashion,4,40276.76,161107.04,2025,9,8,Medium_Revenue,Senior,September,Monday,Medium_Spender
Ord100312,2025-11-12,Cust9788,Customer_229,64,Male,Hyderabad,Mobile,Electronics,8,17270.72,138165.76,2025,11,12,Medium_Revenue,Senior,November,Wednesday,Medium_Spender
Ord100313,2025-10-23,Cust2687,Customer_190,64,Female,Hyderabad,Book,Education,6,8249.36,49496.16,2025,10,23,Low_Revenue,Senior,October,Thursday,Low_Spender
Ord100314,2025-07-22,Cust3094,Customer_47,49,Female,Bengaluru,Mobile,Electronics,8,42935.06,343480.48,2025,7,22,High_Revenue,Adult,July,Tuesday,High_Spender
Ord100315,2025-06-08,Cust7059,Customer_224,51,Female,Delhi,Laptop,Electronics,8,1722.06,13776.48,2025,6,8,Low_Revenue,Adult,June,Sunday,Low_Spender
Ord100316,2025-04-21,Cust8229,Customer_161,32,Male,Pune,Mobile,Electronics,5,25857.91,129289.55,2025,4,21,Medium_Revenue,Young Adult,April,Monday,Medium_Spender
Ord100317,2025-02-25,Cust9307,Customer_274,37,Female,Hyderabad,Book,Education,4,47319.13,189276.52,2025,2,25,High_Revenue,Adult,February,Tuesday,High_Spender
Ord100318,2025-01-30,Cust2457,Customer_462,51,Male,Kolkata,Mobile,Electronics,2,21816.67,43633.34,2025,1,30,Low_Revenue,Adult,January,Thursday,Low_Spender
Ord100319,2025-06-08,Cust5057,Customer_158,52,Female,Patna,Shoes,Fashion,3,10075.98,30227.94,2025,6,8,Low_Revenue,Adult,June,Sunday,Low_Spender
Ord100320,2025-05-07,Cust1516,Customer_148,52,Male,Mumbai,Laptop,Electronics,9,22182.44,199641.96,2025,5,7,High_Revenue,Adult,May,Wednesday,High_Spender
Ord100321,2025-06-22,Cust4527,Customer_359,54,Male,Mumbai,Book,Education,6,35006.3,210037.8,2025,6,22,High_Revenue,Adult,June,Sunday,High_Spender
Ord100322,2025-08-15,Cust2650,Customer_276,56,Female,Kolkata,Chair,Furniture,10,16222.64,162226.4,2025,8,15,Medium_Revenue,Senior,August,Friday,Medium_Spender
Ord100323,2025-09-20,Cust1932,Customer_369,35,Male,Delhi,Mobile,Electronics,4,1935.28,7741.12,2025,9,20,Low_Revenue,Young Adult,September,Saturday,Low_Spender
Ord100324,2025-07-20,Cust2094,Customer_165,54,Female,Hyderabad,Book,Education,4,28385.87,113543.48,2025,7,20,Medium_Revenue,Adult,July,Sunday,Medium_Spender
Ord100325,2025-08-26,Cust7196,Customer_286,40,Male,Delhi,Chair,Furniture,8,33388.11,267104.88,2025,8,26,High_Revenue,Adult,August,Tuesday,High_Spender
Ord100326,2025-05-27,Cust2537,Customer_32,30,Female,Bengaluru,Mobile,Electronics,1,1005.21,1005.21,2025,5,27,Low_Revenue,Young Adult,May,Tuesday,Low_Spender
Ord100327,2025-03-30,Cust9627,Customer_444,47,Male,Gaya,Rice,Grocery,5,27900.36,139501.8,2025,3,30,Medium_Revenue,Adult,March,Sunday,Medium_Spender
Ord100328,2025-05-06,Cust3044,Customer_27,65,Female,Bengaluru,Rice,Grocery,10,31855.44,318554.4,2025,5,6,High_Revenue,Senior,May,Tuesday,High_Spender
Ord100329,2025-04-12,Cust9693,Customer_343,48,Male,Patna,Book,Education,9,45988.02,413892.18,2025,4,12,High_Revenue,Adult,April,Saturday,High_Spender
Ord100330,2025-10-14,Cust5621,Customer_427,62,Female,Delhi,Shoes,Fashion,7,19261.81,134832.67,2025,10,14,Medium_Revenue,Senior,October,Tuesday,Medium_Spender
Ord100331,2025-04-28,Cust6067,Customer_316,55,Male,Patna,Laptop,Electronics,8,22233.15,177865.2,2025,4,28,High_Revenue,Adult,April,Monday,High_Spender
Ord100332,2025-02-03,Cust9465,Customer_470,44,Male,Kolkata,Shoes,Fashion,4,2247.11,8988.44,2025,2,3,Low_Revenue,Adult,February,Monday,High_Spender
Ord100333,2025-07-23,Cust3773,Customer_336,41,Female,Pune,Chair,Furniture,6,27965.93,167795.58,2025,7,23,High_Revenue,Adult,July,Wednesday,High_Spender
Ord100334,2025-01-29,Cust5933,Customer_92,29,Male,Mumbai,Chair,Furniture,5,13013.63,65068.15,2025,1,29,Low_Revenue,Young Adult,January,Wednesday,Low_Spender
Ord100335,2025-10-16,Cust8904,Customer_152,28,Female,Kolkata,Rice,Grocery,2,31943.19,63886.38,2025,10,16,Low_Revenue,Young Adult,October,Thursday,Low_Spender
Ord100336,2025-02-24,Cust2599,Customer_390,35,Male,Mumbai,Laptop,Electronics,5,26823.14,134115.7,2025,2,24,Medium_Revenue,Young Adult,February,Monday,Medium_Spender
Ord100337,2025-12-05,Cust5249,Customer_236,57,Male,Pune,Shoes,Fashion,10,11637.38,116373.8,2025,12,5,Medium_Revenue,Senior,December,Friday,Medium_Spender
Ord100338,2025-09-21,Cust9849,Customer_264,53,Female,Delhi,Chair,Furniture,5,38518.95,192594.75,2025,9,21,High_Revenue,Adult,September,Sunday,High_Spender
Ord100339,2025-03-02,Cust3891,Customer_453,65,Male,Mumbai,Laptop,Electronics,6,25123.86,150743.16,2025,3,2,Medium_Revenue,Senior,March,Sunday,Medium_Spender
Ord100340,2025-10-28,Cust8154,Customer_224,47,Female,Pune,Mobile,Electronics,9,47289.86,425608.74,2025,10,28,High_Revenue,Adult,October,Tuesday,High_Spender
Ord100341,2025-02-13,Cust1614,Customer_267,52,Female,Bengaluru,Book,Education,4,18655.09,74620.36,2025,2,13,Medium_Revenue,Adult,February,Thursday,Low_Spender
Ord100342,2025-01-28,Cust9557,Customer_475,47,Male,Mumbai,Book,Education,3,45718.65,137155.95,2025,1,28,Medium_Revenue,Adult,January,Tuesday,Medium_Spender
Ord100343,2025-10-29,Cust9253,Customer_371,50,Female,Pune,Rice,Grocery,10,21580.33,215803.3,2025,10,29,High_Revenue,Adult,October,Wednesday,High_Spender
Ord100344,2025-12-18,Cust2794,Customer_98,31,Female,Patna,Shoes,Fashion,5,10932.32,54661.6,2025,12,18,Low_Revenue,Young Adult,December,Thursday,High_Spender
Ord100345,2025-05-01,Cust1463,Customer_257,56,Female,Gaya,Mobile,Electronics,6,12740.73,76444.38,2025,5,1,Medium_Revenue,Senior,May,Thursday,Medium_Spender
Ord100346,2025-02-09,Cust2051,Customer_103,31,Male,Bengaluru,Rice,Grocery,9,12137.54,109237.86,2025,2,9,Medium_Revenue,Young Adult,February,Sunday,Medium_Spender
Ord100347,2025-02-16,Cust1577,Customer_59,37,Male,Delhi,Shoes,Fashion,1,36943.51,36943.51,2025,2,16,Low_Revenue,Adult,February,Sunday,Low_Spender
Ord100348,2025-07-16,Cust7654,Customer_172,42,Male,Delhi,Rice,Grocery,2,33566.2,67132.4,2025,7,16,Medium_Revenue,Adult,July,Wednesday,Low_Spender
Ord100349,2025-03-27,Cust9304,Customer_216,38,Female,Bengaluru,Shoes,Fashion,2,32332.27,64664.54,2025,3,27,Low_Revenue,Adult,March,Thursday,Low_Spender
Ord100350,2025-07-11,Cust9709,Customer_409,41,Male,Pune,Laptop,Electronics,8,47254.7,378037.6,2025,7,11,High_Revenue,Adult,July,Friday,High_Spender
Ord100351,2025-03-26,Cust6828,Customer_222,50,Male,Bengaluru,Chair,Furniture,3,42538.14,127614.42,2025,3,26,Medium_Revenue,Adult,March,Wednesday,Medium_Spender
Ord100352,2025-02-24,Cust1170,Customer_67,37,Male,Mumbai,Mobile,Electronics,4,25840.34,103361.36,2025,2,24,Medium_Revenue,Adult,February,Monday,Medium_Spender
Ord100353,2025-02-13,Cust3075,Customer_249,55,Male,Bengaluru,Laptop,Electronics,1,8162.84,8162.84,2025,2,13,Low_Revenue,Adult,February,Thursday,Low_Spender
Ord100354,2025-11-08,Cust7104,Customer_498,34,Male,Mumbai,Chair,Furniture,5,49012.25,245061.25,2025,11,8,High_Revenue,Young Adult,November,Saturday,High_Spender
Ord100355,2025-10-20,Cust3265,Customer_256,29,Male,Gaya,Rice,Grocery,5,19538.67,97693.35,2025,10,20,Medium_Revenue,Young Adult,October,Monday,Medium_Spender
Ord100356,2025-08-17,Cust4601,Customer_82,55,Female,Hyderabad,Book,Education,1,5053.68,5053.68,2025,8,17,Low_Revenue,Adult,August,Sunday,Low_Spender
Ord100357,2025-07-15,Cust5743,Customer_248,28,Male,Gaya,Laptop,Electronics,6,14400.18,86401.08,2025,7,15,Medium_Revenue,Young Adult,July,Tuesday,Medium_Spender
Ord100358,2025-08-11,Cust8871,Customer_345,43,Female,Kolkata,Chair,Furniture,4,28464.26,113857.04,2025,8,11,Medium_Revenue,Adult,August,Monday,Medium_Spender
Ord100359,2025-01-26,Cust3763,Customer_221,32,Female,Delhi,Shoes,Fashion,5,40682.5,203412.5,2025,1,26,High_Revenue,Young Adult,January,Sunday,High_Spender
Ord100050,2025-02-11,Cust6467,Customer_181,24,Female,Pune,Rice,Grocery,7,45480.39,318362.73,2025,2,11,High_Revenue,Young Adult,February,Tuesday,High_Spender
Ord100361,2025-04-26,Cust7309,Customer_266,52,Female,Delhi,Book,Education,6,42742.96,256457.76,2025,4,26,High_Revenue,Adult,April,Saturday,High_Spender
Ord100362,2025-10-01,Cust3281,Customer_243,64,Female,Pune,Laptop,Electronics,10,19010.69,190106.9,2025,10,1,High_Revenue,Senior,October,Wednesday,High_Spender
Ord100363,2025-04-30,Cust9724,Customer_220,35,Male,Pune,Laptop,Electronics,5,31244.32,156221.6,2025,4,30,Medium_Revenue,Young Adult,April,Wednesday,Medium_Spender
Ord100364,2025-11-16,Cust5468,Customer_463,32,Male,Bengaluru,Laptop,Electronics,7,42733.08,299131.56,2025,11,16,High_Revenue,Young Adult,November,Sunday,High_Spender
Ord100365,2025-12-30,Cust7621,Customer_375,61,Female,Gaya,Shoes,Fashion,1,44751.42,44751.42,2025,12,30,Low_Revenue,Senior,December,Tuesday,Low_Spender
Ord100366,2025-03-13,Cust9551,Customer_230,18,Male,Bengaluru,Mobile,Electronics,10,47493.59,474935.9,2025,3,13,High_Revenue,Youth,March,Thursday,High_Spender
Ord100367,2025-09-07,Cust3023,Customer_223,43,Female,Gaya,Shoes,Fashion,8,46122.45,368979.6,2025,9,7,High_Revenue,Adult,September,Sunday,High_Spender
Ord100368,2025-06-06,Cust5318,Customer_376,61,Male,Bengaluru,Shoes,Fashion,3,31028.12,93084.36,2025,6,6,Medium_Revenue,Senior,June,Friday,Medium_Spender
Ord100369,2025-06-12,Cust9900,Customer_496,26,Male,Bengaluru,Shoes,Fashion,2,48986.48,97972.96,2025,6,12,Medium_Revenue,Young Adult,June,Thursday,Medium_Spender
Ord100370,2025-01-26,Cust6142,Customer_410,37,Male,Patna,Mobile,Electronics,10,12839.38,128393.8,2025,1,26,Medium_Revenue,Adult,January,Sunday,Medium_Spender
Ord100371,2025-09-25,Cust8318,Customer_189,29,Female,Kolkata,Mobile,Electronics,1,6050.27,6050.27,2025,9,25,Low_Revenue,Young Adult,September,Thursday,Low_Spender
Ord100372,2025-06-15,Cust9485,Customer_43,57,Male,Mumbai,Mobile,Electronics,2,42518.8,85037.6,2025,6,15,Medium_Revenue,Senior,June,Sunday,Medium_Spender
Ord100373,2025-06-04,Cust9022,Customer_131,49,Female,Mumbai,Rice,Grocery,4,22806.21,91224.84,2025,6,4,Medium_Revenue,Adult,June,Wednesday,Medium_Spender
Ord100374,2025-01-18,Cust4041,Customer_433,32,Female,Bengaluru,Laptop,Electronics,4,39453.46,157813.84,2025,1,18,Medium_Revenue,Young Adult,January,Saturday,Medium_Spender
Ord100375,2025-05-06,Cust5835,Customer_362,20,Male,Patna,Laptop,Electronics,2,28311.58,56623.16,2025,5,6,Low_Revenue,Young Adult,May,Tuesday,Low_Spender
Ord100376,2025-02-28,Cust9776,Customer_345,54,Female,Delhi,Rice,Grocery,3,11513.96,34541.88,2025,2,28,Low_Revenue,Adult,February,Friday,Low_Spender
Ord100377,2025-10-25,Cust9292,Customer_89,33,Male,Bengaluru,Shoes,Fashion,8,16079.7,128637.6,2025,10,25,Medium_Revenue,Young Adult,October,Saturday,Medium_Spender
Ord100378,2025-09-29,Cust3607,Customer_266,64,Female,Patna,Book,Education,5,21152.92,105764.6,2025,9,29,Medium_Revenue,Senior,September,Monday,Medium_Spender
Ord100379,2025-04-28,Cust1032,Customer_20,22,Female,Pune,Mobile,Electronics,7,20998.7,146990.9,2025,4,28,Medium_Revenue,Young Adult,April,Monday,Medium_Spender
Ord100380,2025-04-04,Cust6531,Customer_218,57,Male,Kolkata,Rice,Grocery,6,13054.61,78327.66,2025,4,4,Medium_Revenue,Senior,April,Friday,Medium_Spender
Ord100381,2025-06-07,Cust4482,Customer_139,53,Male,Pune,Mobile,Electronics,9,46780.58,421025.22,2025,6,7,High_Revenue,Adult,June,Saturday,High_Spender
Ord100382,2025-10-16,Cust4655,Customer_167,35,Male,Kolkata,Shoes,Fashion,7,34258.83,239811.81,2025,10,16,High_Revenue,Young Adult,October,Thursday,High_Spender
Ord100383,2025-08-25,Cust3365,Customer_80,23,Male,Delhi,Mobile,Electronics,7,17055.84,119390.88,2025,8,25,Medium_Revenue,Young Adult,August,Monday,Medium_Spender
Ord100384,2025-10-15,Cust1481,Customer_40,40,Female,Patna,Chair,Furniture,10,7876.48,78764.8,2025,10,15,Medium_Revenue,Adult,October,Wednesday,Medium_Spender
Ord100385,2025-11-24,Cust2242,Customer_331,53,Female,Delhi,Mobile,Electronics,10,34976.79,349767.9,2025,11,24,High_Revenue,Adult,November,Monday,High_Spender
Ord100386,2025-06-30,Cust8164,Customer_156,34,Female,Delhi,Chair,Furniture,8,38672.34,309378.72,2025,6,30,High_Revenue,Young Adult,June,Monday,High_Spender
Ord100387,2025-06-17,Cust9469,Customer_426,18,Female,Kolkata,Shoes,Fashion,1,48695.59,48695.59,2025,6,17,Low_Revenue,Youth,June,Tuesday,High_Spender
Ord100388,2025-10-04,Cust3129,Customer_138,39,Male,Hyderabad,Book,Education,9,41871.43,376842.87,2025,10,4,High_Revenue,Adult,October,Saturday,High_Spender
Ord100389,2025-08-30,Cust6180,Customer_73,64,Male,Patna,Mobile,Electronics,6,26179.81,157078.86,2025,8,30,Medium_Revenue,Senior,August,Saturday,Medium_Spender
Ord100390,2025-03-23,Cust2671,Customer_58,52,Male,Delhi,Shoes,Fashion,1,23398.57,23398.57,2025,3,23,Low_Revenue,Adult,March,Sunday,Low_Spender
Ord100391,2025-03-30,Cust6111,Customer_388,20,Male,Kolkata,Laptop,Electronics,5,24596.56,122982.8,2025,3,30,Medium_Revenue,Young Adult,March,Sunday,Medium_Spender
Ord100392,2025-08-11,Cust9927,Customer_357,37,Female,Bengaluru,Shoes,Fashion,1,35804.49,35804.49,2025,8,11,Low_Revenue,Adult,August,Monday,Low_Spender
Ord100393,2025-09-09,Cust3393,Customer_175,24,Female,Hyderabad,Mobile,Electronics,3,36239.15,108717.45,2025,9,9,Medium_Revenue,Young Adult,September,Tuesday,Medium_Spender
Ord100394,2025-11-22,Cust5569,Customer_188,27,Female,Pune,Shoes,Fashion,5,21143.07,105715.35,2025,11,22,Medium_Revenue,Young Adult,November,Saturday,Medium_Spender
Ord100395,2025-04-01,Cust5128,Customer_192,47,Male,Bengaluru,Rice,Grocery,8,30277.06,242216.48,2025,4,1,High_Revenue,Adult,April,Tuesday,High_Spender
Ord100396,2025-10-26,Cust8053,Customer_159,53,Female,Mumbai,Laptop,Electronics,4,41264.56,165058.24,2025,10,26,High_Revenue,Adult,October,Sunday,High_Spender
Ord100397,2025-02-12,Cust3345,Customer_202,35,Female,Gaya,Book,Education,5,11761.9,58809.5,2025,2,12,Low_Revenue,Young Adult,February,Wednesday,Low_Spender
Ord100398,2025-03-07,Cust6600,Customer_242,58,Female,Bengaluru,Mobile,Electronics,9,48807.37,439266.33,2025,3,7,High_Revenue,Senior,March,Friday,High_Spender
Ord100399,2025-06-14,Cust5615,Customer_56,63,Female,Bengaluru,Rice,Grocery,4,1895.99,7583.96,2025,6,14,Low_Revenue,Senior,June,Saturday,Low_Spender
Ord100400,2025-04-20,Cust5102,Customer_416,41,Female,Hyderabad,Book,Education,3,26269.62,78808.86,2025,4,20,Medium_Revenue,Adult,April,Sunday,Medium_Spender
Ord100401,2025-01-13,Cust6037,Customer_121,28,Male,Patna,Mobile,Electronics,2,1793.29,3586.58,2025,1,13,Low_Revenue,Young Adult,January,Monday,Low_Spender
Ord100402,2025-04-05,Cust2137,Customer_57,40,Female,Mumbai,Shoes,Fashion,5,18223.06,91115.3,2025,4,5,Medium_Revenue,Adult,April,Saturday,Medium_Spender
Ord100403,2025-02-22,Cust4625,Customer_296,25,Female,Gaya,Book,Education,7,43850.91,306956.37,2025,2,22,High_Revenue,Young Adult,February,Saturday,High_Spender
Ord100404,2025-01-10,Cust4414,Customer_194,53,Female,Delhi,Book,Education,1,15617.29,15617.29,2025,1,10,Low_Revenue,Adult,January,Friday,Low_Spender
Ord100405,2025-04-05,Cust5778,Customer_346,37,Male,Patna,Shoes,Fashion,2,36062.36,72124.72,2025,4,5,Medium_Revenue,Adult,April,Saturday,Low_Spender
Ord100406,2025-03-21,Cust1528,Customer_170,46,Male,Patna,Mobile,Electronics,2,24194.96,48389.92,2025,3,21,Low_Revenue,Adult,March,Friday,Low_Spender
Ord100407,2025-06-29,Cust5430,Customer_333,48,Male,Mumbai,Shoes,Fashion,3,46253.94,138761.82,2025,6,29,Medium_Revenue,Adult,June,Sunday,Medium_Spender
Ord100408,2025-02-28,Cust8759,Customer_20,64,Female,Hyderabad,Chair,Furniture,1,22534.47,22534.47,2025,2,28,Low_Revenue,Senior,February,Friday,Low_Spender
Ord100409,2025-01-23,Cust9421,Customer_355,64,Female,Bengaluru,Shoes,Fashion,5,23003.28,115016.4,2025,1,23,Medium_Revenue,Senior,January,Thursday,Medium_Spender
Ord100410,2025-07-07,Cust3440,Customer_28,32,Female,Pune,Laptop,Electronics,5,6619.66,33098.3,2025,7,7,Low_Revenue,Young Adult,July,Monday,Low_Spender
Ord100411,2025-07-11,Cust6631,Customer_141,58,Male,Kolkata,Book,Education,4,7231.17,28924.68,2025,7,11,Low_Revenue,Senior,July,Friday,Low_Spender
Ord100412,2025-12-16,Cust9089,Customer_177,24,Male,Patna,Book,Education,10,14441.39,144413.9,2025,12,16,Medium_Revenue,Young Adult,December,Tuesday,High_Spender
Ord100413,2025-12-03,Cust4703,Customer_394,58,Male,Patna,Laptop,Electronics,4,39636.15,158544.6,2025,12,3,Medium_Revenue,Senior,December,Wednesday,Medium_Spender
Ord100414,2025-07-18,Cust4598,Customer_96,33,Female,Patna,Shoes,Fashion,10,6633.6,66336.0,2025,7,18,Low_Revenue,Young Adult,July,Friday,Low_Spender
Ord100415,2025-01-16,Cust3277,Customer_148,46,Female,Gaya,Mobile,Electronics,6,31722.52,190335.12,2025,1,16,High_Revenue,Adult,January,Thursday,High_Spender
Ord100416,2025-06-30,Cust5932,Customer_183,62,Female,Gaya,Rice,Grocery,3,24990.09,74970.27,2025,6,30,Medium_Revenue,Senior,June,Monday,Medium_Spender
Ord100417,2025-03-25,Cust7628,Customer_120,56,Male,Bengaluru,Chair,Furniture,6,26716.59,160299.54,2025,3,25,Medium_Revenue,Senior,March,Tuesday,Medium_Spender
Ord100418,2025-06-04,Cust9942,Customer_466,29,Female,Kolkata,Mobile,Electronics,8,28813.93,230511.44,2025,6,4,High_Revenue,Young Adult,June,Wednesday,High_Spender
Ord100419,2025-08-21,Cust6436,Customer_288,52,Male,Bengaluru,Shoes,Fashion,2,2209.43,4418.86,2025,8,21,Low_Revenue,Adult,August,Thursday,Low_Spender
Ord100420,2025-05-12,Cust2231,Customer_38,51,Male,Delhi,Mobile,Electronics,2,572.39,1144.78,2025,5,12,Low_Revenue,Adult,May,Monday,Low_Spender
Ord100421,2025-10-04,Cust2956,Customer_177,39,Male,Patna,Chair,Furniture,5,26522.29,132611.45,2025,10,4,Medium_Revenue,Adult,October,Saturday,Medium_Spender
Ord100422,2025-12-23,Cust1764,Customer_47,24,Male,Hyderabad,Laptop,Electronics,2,25875.53,51751.06,2025,12,23,Low_Revenue,Young Adult,December,Tuesday,Low_Spender
Ord100423,2025-04-03,Cust9649,Customer_322,58,Male,Gaya,Mobile,Electronics,9,37176.15,334585.35,2025,4,3,High_Revenue,Senior,April,Thursday,High_Spender
Ord100424,2025-10-03,Cust6655,Customer_192,31,Female,Pune,Laptop,Electronics,10,315.67,3156.7,2025,10,3,Low_Revenue,Young Adult,October,Friday,Low_Spender
Ord100425,2025-02-28,Cust4284,Customer_270,46,Male,Patna,Mobile,Electronics,1,30640.69,30640.69,2025,2,28,Low_Revenue,Adult,February,Friday,Low_Spender
Ord100426,2025-06-21,Cust4269,Customer_268,65,Female,Gaya,Laptop,Electronics,8,23432.88,187463.04,2025,6,21,High_Revenue,Senior,June,Saturday,High_Spender
Ord100427,2025-05-31,Cust1253,Customer_334,32,Female,Gaya,Laptop,Electronics,3,29297.53,87892.59,2025,5,31,Medium_Revenue,Young Adult,May,Saturday,Medium_Spender
Ord100428,2025-02-14,Cust9754,Customer_304,19,Male,Delhi,Chair,Furniture,6,33928.27,203569.62,2025,2,14,High_Revenue,Young Adult,February,Friday,High_Spender
Ord100429,2025-08-08,Cust2697,Customer_155,49,Male,Hyderabad,Book,Education,6,13857.45,83144.7,2025,8,8,Medium_Revenue,Adult,August,Friday,Medium_Spender
Ord100430,2025-10-24,Cust9209,Customer_233,21,Female,Mumbai,Laptop,Electronics,9,29804.26,268238.34,2025,10,24,High_Revenue,Young Adult,October,Friday,High_Spender
Ord100431,2025-07-21,Cust4215,Customer_103,28,Male,Delhi,Shoes,Fashion,9,12279.11,110511.99,2025,7,21,Medium_Revenue,Young Adult,July,Monday,Medium_Spender
Ord100432,2025-02-04,Cust2935,Customer_26,28,Male,Delhi,Mobile,Electronics,6,5060.75,30364.5,2025,2,4,Low_Revenue,Young Adult,February,Tuesday,Low_Spender
Ord100433,2025-05-11,Cust9381,Customer_352,45,Male,Kolkata,Laptop,Electronics,2,42427.93,84855.86,2025,5,11,Medium_Revenue,Adult,May,Sunday,High_Spender
Ord100434,2025-06-10,Cust4982,Customer_370,33,Male,Delhi,Mobile,Electronics,10,43997.22,439972.2,2025,6,10,High_Revenue,Young Adult,June,Tuesday,High_Spender
Ord100435,2025-01-05,Cust4849,Customer_209,28,Male,Patna,Rice,Grocery,1,28812.06,28812.06,2025,1,5,Low_Revenue,Young Adult,January,Sunday,Low_Spender
Ord100436,2025-05-28,Cust3418,Customer_499,33,Female,Gaya,Mobile,Electronics,1,1229.02,1229.02,2025,5,28,Low_Revenue,Young Adult,May,Wednesday,Low_Spender
Ord100437,2025-08-01,Cust3459,Customer_320,19,Male,Pune,Mobile,Electronics,3,29528.77,88586.31,2025,8,1,Medium_Revenue,Young Adult,August,Friday,Medium_Spender
Ord100438,2025-11-29,Cust7937,Customer_158,43,Female,Mumbai,Chair,Furniture,9,24864.11,223776.99,2025,11,29,High_Revenue,Adult,November,Saturday,High_Spender
Ord100439,2025-12-13,Cust8269,Customer_104,34,Female,Bengaluru,Book,Education,8,11693.63,93549.04,2025,12,13,Medium_Revenue,Young Adult,December,Saturday,Medium_Spender
Ord100440,2025-05-26,Cust9209,Customer_173,49,Female,Gaya,Shoes,Fashion,2,5988.17,11976.34,2025,5,26,Low_Revenue,Adult,May,Monday,High_Spender
Ord100441,2025-01-22,Cust9619,Customer_491,30,Male,Pune,Mobile,Electronics,1,3839.04,3839.04,2025,1,22,Low_Revenue,Young Adult,January,Wednesday,Low_Spender
Ord100442,2025-08-30,Cust6887,Customer_423,21,Male,Delhi,Chair,Furniture,5,3146.73,15733.65,2025,8,30,Low_Revenue,Young Adult,August,Saturday,Low_Spender
Ord100443,2025-07-24,Cust8515,Customer_445,22,Male,Mumbai,Chair,Furniture,7,33771.26,236398.82,2025,7,24,High_Revenue,Young Adult,July,Thursday,High_Spender
Ord100444,2025-10-01,Cust9942,Customer_227,47,Male,Delhi,Mobile,Electronics,3,28342.81,85028.43,2025,10,1,Medium_Revenue,Adult,October,Wednesday,High_Spender
Ord100445,2025-06-16,Cust1256,Customer_279,34,Male,Kolkata,Mobile,Electronics,5,48457.94,242289.7,2025,6,16,High_Revenue,Young Adult,June,Monday,High_Spender
Ord100446,2025-02-23,Cust1841,Customer_129,45,Male,Kolkata,Book,Education,2,41096.75,82193.5,2025,2,23,Medium_Revenue,Adult,February,Sunday,Medium_Spender
Ord100447,2025-02-28,Cust2777,Customer_417,49,Male,Gaya,Mobile,Electronics,9,19415.21,174736.89,2025,2,28,High_Revenue,Adult,February,Friday,Medium_Spender
Ord100448,2025-02-08,Cust2031,Customer_309,45,Female,Gaya,Shoes,Fashion,4,8654.13,34616.52,2025,2,8,Low_Revenue,Adult,February,Saturday,Low_Spender
Ord100449,2025-02-02,Cust9219,Customer_132,30,Female,Gaya,Laptop,Electronics,5,26337.15,131685.75,2025,2,2,Medium_Revenue,Young Adult,February,Sunday,Medium_Spender
Ord100450,2025-02-13,Cust6714,Customer_31,41,Female,Patna,Book,Education,10,43946.96,439469.6,2025,2,13,High_Revenue,Adult,February,Thursday,High_Spender
Ord100451,2025-02-28,Cust3773,Customer_181,27,Male,Patna,Chair,Furniture,8,30576.0,244608.0,2025,2,28,High_Revenue,Young Adult,February,Friday,High_Spender
Ord100452,2025-01-22,Cust5766,Customer_85,27,Male,Gaya,Shoes,Fashion,7,32289.77,226028.39,2025,1,22,High_Revenue,Young Adult,January,Wednesday,High_Spender
Ord100453,2025-08-30,Cust1189,Customer_490,39,Female,Pune,Shoes,Fashion,2,18153.87,36307.74,2025,8,30,Low_Revenue,Adult,August,Saturday,Low_Spender
Ord100454,2025-09-15,Cust4756,Customer_104,57,Female,Delhi,Laptop,Electronics,1,5815.69,5815.69,2025,9,15,Low_Revenue,Senior,September,Monday,Low_Spender
Ord100455,2025-08-10,Cust9125,Customer_19,21,Female,Mumbai,Chair,Furniture,1,47927.36,47927.36,2025,8,10,Low_Revenue,Young Adult,August,Sunday,Low_Spender
Ord100456,2025-04-16,Cust6806,Customer_316,46,Male,Pune,Laptop,Electronics,8,30816.21,246529.68,2025,4,16,High_Revenue,Adult,April,Wednesday,High_Spender
Ord100457,2025-02-17,Cust9543,Customer_448,45,Female,Bengaluru,Chair,Furniture,2,45809.09,91618.18,2025,2,17,Medium_Revenue,Adult,February,Monday,Medium_Spender
Ord100458,2025-03-20,Cust6136,Customer_328,22,Male,Hyderabad,Chair,Furniture,10,7127.33,71273.3,2025,3,20,Medium_Revenue,Young Adult,March,Thursday,Low_Spender
Ord100459,2025-04-28,Cust9131,Customer_249,38,Female,Delhi,Book,Education,9,41434.83,372913.47,2025,4,28,High_Revenue,Adult,April,Monday,High_Spender
